pT(GeV)	v2(%)
0.5	0.04716625568840103
1.5	0.31910082187763605
2.5	0.5751757846061831
3.5	0.5321036783417719
4.5	0.5236295271559914
5.5	0.3903919934144591
6.5	0.31103807737206796
7.5	0.24260826081072584
8.5	0.18797880704788092
9.5	0.19875420546733336
10.5	0.188748499854191
11.5	0.17143558762839495
12.5	0.15765361304432177
13.5	0.15297914634700838
14.5	0.138124423702787
15.5	0.1327347894381896
