pT(GeV)	v2(%)
0.5	0.2537823524577592
1.5	0.8219287151007035
2.5	0.9992810592755346
3.5	0.8344101810980338
4.5	0.7457920042077563
5.5	0.6475599123944419
6.5	0.6827596434519454
7.5	0.6317542761509325
8.5	0.5314889639386187
9.5	0.5094305709509113
10.5	0.4582831865626489
11.5	0.44026137452521963
12.5	0.41136332134719183
13.5	0.3830267407702932
14.5	0.3556455249297247
15.5	0.33617288734853396
