pT(GeV)	dN/dpTdy(GeV^-1)
0.5	0.00007163837540071826
1.5	0.00013151487342642561
2.5	0.00009697994539752966
3.5	0.00005329441547542133
4.5	0.000027031817405087748
5.5	0.00001363549317396465
6.5	7.08898910332215e-6
7.5	3.8365699575264e-6
8.5	2.166727076309e-6
9.5	1.2734329387790249e-6
10.5	7.77399416249025e-7
11.5	4.9087120088145e-7
12.5	3.1941670000000003e-7
13.5	2.136562e-7
14.5	1.4627680000000002e-7
15.5	1.023918e-7
