pT(GeV)	v2(%)
0.5	0.3273928751065011
1.5	0.8576761926485296
2.5	1.1979239600973397
3.5	1.1384669324874106
4.5	1.0705735729109056
5.5	1.054950199691603
6.5	1.019429198319448
7.5	0.9757956660671004
8.5	0.9053807175483127
9.5	0.8444279111301498
10.5	0.8485093992548096
11.5	0.8327439934110574
12.5	0.8070022638140084
13.5	0.8016617350678332
14.5	0.7315582512059329
15.5	0.6922429335161606
