pT(GeV)	RAA
0.5	0.5572134392510848
1.5	0.5435770108581086
2.5	0.5225527801316249
3.5	0.5129267297277277
4.5	0.5237661572092748
5.5	0.5423317116304872
6.5	0.5671069392027142
7.5	0.5902057916727044
8.5	0.6110729383672968
9.5	0.6355194636398029
10.5	0.6582710623453479
11.5	0.6784162046484661
12.5	0.6988591248289971
13.5	0.7169639760886437
14.5	0.7330456344329187
15.5	0.7515075230574207
