pT(GeV)	v2(%)
0.5	0.37402468191604493
1.5	0.796249378944406
2.5	1.1548398528215171
3.5	1.0612950115029314
4.5	0.9499352977896102
5.5	0.93966856067656
6.5	0.8493067307361469
7.5	0.8284143799224948
8.5	0.8600482863075545
9.5	0.790045355867882
10.5	0.7353523318406747
11.5	0.7570837212063487
12.5	0.6796496146744643
13.5	0.6656350091769532
14.5	0.6113404598403599
15.5	0.6573214330417865
