pT(GeV)	RAA
0.5	0.46851152825963754
1.5	0.4645547064254746
2.5	0.4459400485267343
3.5	0.4303349502498577
4.5	0.4308907728472927
5.5	0.45150101103277485
6.5	0.474309939006208
7.5	0.5042475606415066
8.5	0.5300036845073387
9.5	0.5567723255848647
10.5	0.5771080373548393
11.5	0.6032306333612967
12.5	0.6262632218428107
13.5	0.6505253221654458
14.5	0.6691677983418427
15.5	0.688756716221116
