0.00 1.00 0.2449827704905672 0 0 
1.00 2.00 0.34935409989346633 0 0 
2.00 3.00 0.29030183862419495 0 0 
3.00 4.00 0.3105567562513263 0 0 
4.00 5.00 0.27684547438099616 0 0 
5.00 6.00 0.33500117656068784 0 0 
6.00 7.00 0.5062569275212889 0 0 
7.00 8.00 0.43638720062898356 0 0 
8.00 9.00 0.3897707785234153 0 0 
9.00 10.00 0.3690562955023612 0 0 
10.00 11.00 0.4189978734285905 0 0 
11.00 12.00 0.4014390120707158 0 0 
12.00 13.00 0.37503721791645417 0 0 
13.00 14.00 0.31502024943127915 0 0 
14.00 15.00 0.38780365528808003 0 0 
15.00 16.00 0.24841692166416907 0 0 
