pT(GeV)	RAA
0.5	0.4661558608793912
1.5	0.4837150952981749
2.5	0.467501921680752
3.5	0.42113063215332225
4.5	0.3910652678558109
5.5	0.38703676586163926
6.5	0.40270772558927725
7.5	0.42940604360641277
8.5	0.4543603174798804
9.5	0.4810814654482783
10.5	0.5033933279615128
11.5	0.5319673945162813
12.5	0.5517235904579795
13.5	0.5779370018729751
14.5	0.5975273750953152
15.5	0.617973227242193
