pT(GeV)	v2(%)
0.5	0.4695419143511787
1.5	1.3925895444766296
2.5	2.0330133357807374
3.5	1.8965604597413335
4.5	1.4992353031677352
5.5	1.2282411162149582
6.5	1.1160900516607226
7.5	1.1059769790692908
8.5	0.967993446441465
9.5	0.9348693982756827
10.5	0.9599434567656957
11.5	0.9492718938941441
12.5	0.8654845780724227
13.5	0.8258012704997217
14.5	0.7717861320749615
15.5	0.7417676192769782
