x_min x_max val stat syst 
0.00 5.00 0.32181 0.00144 0.00000 
5.00 10.00 0.31562 0.00112 0.00000 
10.00 20.00 0.31278 0.00071 0.00000 
20.00 30.00 0.31145 0.00069 0.00000 
30.00 40.00 0.31118 0.00069 0.00000 
40.00 50.00 0.31221 0.00070 0.00000 
50.00 60.00 0.31246 0.00070 0.00000 
60.00 70.00 0.31197 0.00071 0.00000 
70.00 90.00 0.31214 0.00052 0.00000
